?cls	?def
<http://purl.obolibrary.org/obo/NBO_0000491>	"\"A circadian rhythm sleep disorder which the affected individual's sleep occurs later and later each day, with the period of peak alertness also continuously moving around the clock from day to day.\" [wikipedia:Circadian_rhythm_sleep_disorder]"
<http://purl.obolibrary.org/obo/CHEBI_38323>	"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
<http://purl.obolibrary.org/obo/NBO_0000403>	"\"Behavior related to movements executed with intent.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0012418>	"A smooth muscle tissue that is part of a respiratory system venous blood vessel."
<http://purl.obolibrary.org/obo/UBERON_0003588>	"A portion of connective tissue that is part of a forelimb [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0004698>	"An endothelium that is part of a vena cava [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000042>	"\"The regulated release of the aqueous layer of the tear film from the lacrimal glands.\" [wikipedia:lacrimation]"
<http://purl.obolibrary.org/obo/UBERON_0013702>	"The region of the organism associated with the visceral organs."
<http://purl.obolibrary.org/obo/UBERON_0013158>	"A gland that is part of a foregut-midgut junction."
<http://purl.obolibrary.org/obo/UBERON_0003937>	"Any of the organized aggregations of cells that function as secretory or excretory organs and are associated with reproduction."
<http://purl.obolibrary.org/obo/NBO_0000417>	"\"A form of involuntary eye movement that is part of the vestibulo-ocular reflex (VOR). It is characterized by alternating smooth pursuit in one direction and saccadic movement in the other direction.\" [wikipedia:Physiologic_nystagmus]"
<http://purl.obolibrary.org/obo/NBO_0000677>	"\"A type of seizure characterised by muscle rigidity.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/PATO_0000052>	"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
<http://purl.obolibrary.org/obo/UBERON_0012482>	"A submucosa that is part of a cloaca [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_3000972>	"Dermal, epidermal, glandular and pigment structures of the external head integument."
<http://purl.obolibrary.org/obo/UBERON_0010258>	"Mesenchyme that develops_from a rhombencephalon neural crest."
<http://purl.obolibrary.org/obo/NBO_0000542>	"\"A pathological drinking behavior characterised by large intake of fluids by mouth, usually due to excessive thirst that is relatively prolonged.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0005334>	"A lamina propria that is part of a mucosa of oral region."
<http://purl.obolibrary.org/obo/UBERON_0015212>	"Any structure that is placed on one side of the left-right axis of a bilaterian."
<http://purl.obolibrary.org/obo/CHEBI_25418>	"An  isoquinoline alkaloid based on a morphinan skeleton and its substituted derivatives."
<http://purl.obolibrary.org/obo/NBO_0000505>	"\"A RBD that occurs mostly as a result of a side-effect in prescribed medication- usually antidepressants.\" [wikipedia:Parasomnia]"
<http://purl.obolibrary.org/obo/NBO_0000765>	"\"Observable characteristic of behaviour related to the acquisition and processing of information and/or the storage and retrieval of this information over time.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000394>	"\"A reflex that causes the eyes to alternately fixate at far and near, expanding vision development from arms length to far away.\" [MBP:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000728>	"\"A type of seizure induced by kindling, a repeated administration of electrical stimulus which eventually results changes in the brain.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0006538>	"A portion of organism substance that secreted_by a respiratory system."
<http://purl.obolibrary.org/obo/UBERON_0006170>	"The mesonephric capsule is the tough fibrous layer surrounding the mesonephros, covered in a thick layer of perinephric adipose tissue."
<http://purl.obolibrary.org/obo/NBO_0000630>	"\"Play behavior related to the copying the actions of another.\" [web:http\\://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Imitative%20Play.html]"
<http://purl.obolibrary.org/obo/NBO_0000075>	"A very broad category including the partial or complete performance of adult functional behaviors in non-functional contexts, as well as interactive behaviors peculiar to immature animals [NBO:AC]"
<http://purl.obolibrary.org/obo/UBERON_0005906>	"Organ with organ cavity, which has as parts a serous membrane and a serous cavity . Examples: pleural sac, pericardial sac, tendon sheath, bursa.[FMA]"
<http://purl.obolibrary.org/obo/UBERON_0007188>	"A mesothelium that is part of a serous pericardium."
<http://purl.obolibrary.org/obo/NBO_0000357>	"\"Intentionally or habitually assumed arrangement of the limbs.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0070075>	"The regulated release of the aqueous layer of the tear film from the lacrimal glands. Tears are the liquid product of a process of lacrimation to clean and lubricate the eyes. Tear fluid contains water, mucin, lipids, lysozyme, lactoferrin, lipocalin, lacritin, immunoglobulins, glucose, urea, sodium, and potassium."
<http://purl.obolibrary.org/obo/GO_0007618>	"The pairwise union of individuals for the purpose of sexual reproduction, ultimately resulting in the formation of zygotes."
<http://purl.obolibrary.org/obo/NBO_0002869>	"\"A regulation of consumption of an addictive sustance behavior process associated with the preference over the type of addictive sustance that is consumed. \" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0002511>	"\"Any process that modulates the frequency, rate or extent of saccharin consumption, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000475>	"\"A pathological sleeping behavior related to the initiating or maintaining sleep or of excessive sleepiness and are characterized by a disturbance in the amount, quality, or timing of sleep.\" [wikipedia:Dyssomnia]"
<http://purl.obolibrary.org/obo/CHEBI_24532>	"A cyclic compound having as ring members atoms of carbon and at least of one other element."
<http://purl.obolibrary.org/obo/UBERON_0007303>	"A vasculature that is part of a chordate pharynx."
<http://purl.obolibrary.org/obo/UBERON_0010712>	"Skeletal subdivision that is a segment of the limb skeleton."
<http://purl.obolibrary.org/obo/UBERON_0012375>	"A layer of tissue between the muscularis and serosa."
<http://purl.obolibrary.org/obo/UBERON_0004258>	"A blood vessel that is part of a back [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_33675>	"A main group molecular entity that contains one or more atoms of a p-block element."
<http://purl.obolibrary.org/obo/UBERON_0012478>	"A gland that is part of a cloaca."
<http://purl.obolibrary.org/obo/UBERON_0010886>	"A pre-cartilage condensation that has the potential to develop into a hindlimb bone."
<http://purl.obolibrary.org/obo/UBERON_0005754>	"The initial renal anlage that develops from the most rostral part of the nephrogenic cord is termed the pronephros."
<http://purl.obolibrary.org/obo/NBO_0000408>	"\"A deep tendon reflex that elicits involuntary contraction of the triceps brachii muscle.\" [wikipedia:Triceps_reflex]"
<http://purl.obolibrary.org/obo/GO_0051234>	"Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."
<http://purl.obolibrary.org/obo/NBO_0000310>	"\"A phobia characterised by fear of high places.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000570>	"Movement of the head in the vertical plane. [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000297>	"\"Behavior associated with problem finding and problem shaping.\" [wikipedia:Problem_solving]"
<http://purl.obolibrary.org/obo/UBERON_0005108>	"An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure[GO]."
<http://purl.obolibrary.org/obo/UBERON_0006555>	"A tube that is part of a excretory system."
<http://purl.obolibrary.org/obo/UBERON_0016545>	"The external part of the developing pharynx that is made of ectoderm. During vertebrate development, pockets form in pharyngeal ectoderm between the pharyngeal arches."
<http://purl.obolibrary.org/obo/UBERON_0004782>	"A serous membrane that is part of a digestive system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000162>	"\"Duration of REM sleep.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000756>	"\"Observable characteristic of behavior related to the interactions between organisms for the purpose of mating.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0007243>	"A tunica media that is part of a vein."
<http://purl.obolibrary.org/obo/GO_0008049>	"The behavior of a male, for the purpose of attracting a sexual partner. An example of this process is found in Drosophila melanogaster."
<http://purl.obolibrary.org/obo/UBERON_0011823>	"Dense connective tissue is mainly composed of collagen type I. Crowded between the collagen fibers are rows of fibroblasts, fiber-forming cells, that manufacture the fibers. Dense connective tissue forms strong, rope-like structures such as tendons and ligaments. Tendons attach skeletal muscles to bones; ligaments connect bones to bones at joints. Ligaments are more stretchy and contain more elastic fibers than tendons. Dense connective tissue also make up the lower layers of the skin (dermis), where it is arranged in sheets"
<http://purl.obolibrary.org/obo/NBO_0000125>	"\"A behavior associated with the tendency of an organism towards being passive and willing to yield towards male mice.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000385>	"\"Locomotory orientation in response to sound.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000386>	"\"Locomotory orientation in response to mechanical stimulus.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0004780>	"A lamina propria that is part of a gastrointestinal system."
<http://purl.obolibrary.org/obo/NBO_0000719>	"\"A type of seizure induced by termination of alcohol administration.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000711>	"\"A type of seizure induced by termination of drug administration.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000621>	"\"A communication disorder in which a person, most often a child, who is normally capable of speech is unable to speak in given situations, or to specific people.\" [wikipedia:Selective_mutism]"
<http://purl.obolibrary.org/obo/NBO_0000564>	"\"Observable characteristic of behavior that occurs predominantly or only, in individuals that are part of a group.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0005177>	"An organ or element that part of the trunk region. The trunk region can be further subdividied into thoracic (including chest and thoracic cavity) and abdominal (including abdomen and pelbis) regions."
<http://purl.obolibrary.org/obo/GO_0060179>	"The specific behavior of a male organism that is associated with reproduction."
<http://purl.obolibrary.org/obo/GO_0009593>	"The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal."
<http://purl.obolibrary.org/obo/NBO_0000348>	"\"Coordination of small muscle movements which occur usually in coordination with the eye.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0003008>	"A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."
<http://purl.obolibrary.org/obo/NBO_0000250>	"\"A somatoform disorder characterised by a physical dysfunction (blindness, deafness, paralysis, numbness, etc. ) that has no underlying organic basis.\" [wikipedia:Conversion_disorder]"
<http://purl.obolibrary.org/obo/UBERON_0007177>	"A lamina propria that is part of a colonic mucosa."
<http://purl.obolibrary.org/obo/UBERON_0011270>	"The part of the trunk that is in the dorsum[cjm]."
<http://purl.obolibrary.org/obo/UBERON_0003527>	"A capillary that is part of a kidney [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0010742>	"A bone that is part of a pelvic complex. Examples: pubis, ischium, fot phalanx, any tarsal bone, any bone of the pelvic fin or girdle."
<http://purl.obolibrary.org/obo/CHEBI_76971>	"Any bacterial metabolite produced during a metabolic reaction in Escherichia coli."
<http://purl.obolibrary.org/obo/NBO_0000436>	"\"A reflex in which joint movement can reflexively cause muscle activation or inhibition.\" [wikpedia:Arthrokinetic_reflex]"
<http://purl.obolibrary.org/obo/PATO_0000498>	"A duration quality of a process which is relatively high."
<http://purl.obolibrary.org/obo/NBO_0000696>	"\"Simple partial SE consists of seizures that are localized to a discrete area of cerebral cortex and produce no alteration in consciousness.\" [web:http\\://emedicine.medscape.com/article/1164462-overview]"
<http://purl.obolibrary.org/obo/GO_0051704>	"A biological process which involves another organism of the same or different species."
<http://purl.obolibrary.org/obo/UBERON_0005178>	"An organ or element that is in the thoracic cavity. Examples: lung, heart, longus colli."
<http://purl.obolibrary.org/obo/NBO_0000659>	"\"A phenotype manifested by a behavior related to the actions or reactions of an organism in response to a visual stimulus.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0002948>	"\"A regulation of sexual activity process associated with the preference over a males or females.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0002603>	"\"Any process that modulates the frequency, rate or extent of sexual activity, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000301>	"\"A domineering, assault posture and/or hostile physical action towards animals exhibited by female animals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0002986>	"Behavior response to addictive substance resulting from the discontinuation of an addictive substance. [NBOC:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0018261>	"A muscular coat that is part of a digestive tract."
<http://purl.obolibrary.org/obo/NBO_0000561>	"\"Behavior related to the barbering of other individuals of a cohort.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/PATO_0000146>	"A physical quality of the thermal energy of a system."
<http://purl.obolibrary.org/obo/NBO_0000028>	"\"Absence of voluntary movement.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000288>	"\"Reciprocal altruism is the idea that the incentive for an individual to help in the present is based on the expectation of the potential receipt in the future.\" [wikipedia:Helping_behavior]"
<http://purl.obolibrary.org/obo/UBERON_0003386>	"any of the striated muscles that move the eye and include: superior rectus, inferior rectus, medial rectus, lateral rectus, superior oblique, inferior oblique, retractor bulbi"
<http://purl.obolibrary.org/obo/NBO_0000190>	"\"Consolidating a specific motor task into memory through repetition.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000524>	"\"A depressive disorder characterized by intermittent depressive episodes, in women not related to menstrual cycles, occurring at least once a month over at least one year or more fulfilling the diagnostic criteria for major depressive episodes except for duration which in RBD is less than 14 days, typically 2 to 4 days.\" [wikipedia:Recurrent_brief_depression]"
<http://purl.obolibrary.org/obo/GO_0045188>	"Any process that modulates the frequency, rate or extent of non-rapid eye movement sleep."
<http://purl.obolibrary.org/obo/UBERON_0001916>	"An endothelium that is part of an arteriole [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000153>	"\"Paternal behavior related to the brining up his offspring.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0002169>	"\"Any process that modulates the frequency, rate or extent of consumption behavior, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000376>	"\"Behavior related to the mechanical alteration of the locomotor pattern through which the animal adjusts its position.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0050905>	"Any process pertaining to the functions of the nervous and muscular systems of an organism."
<http://purl.obolibrary.org/obo/UBERON_0007239>	"A tunica media that is part of a artery."
<http://purl.obolibrary.org/obo/NBO_0000039>	"The behavioral control of defecation. [wikipedia:defecation]"
<http://purl.obolibrary.org/obo/NBO_0000599>	"\"A type of memory that allows one to store and manage information about one's environment and its spatial orientation lasting hours to months.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000556>	"\"A type of memory responsible for recording information about one's environment and its spatial orientation.\" [wikipedia:Spatial_memory]"
<http://purl.obolibrary.org/obo/UBERON_0003495>	"An arteriole that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_35524>	"A drug that mimics the effects of stimulating postganglionic adrenergic sympathetic nerves. Included in this class are drugs that directly stimulate adrenergic receptors and drugs that act indirectly by provoking the release of adrenergic transmitters."
<http://purl.obolibrary.org/obo/GO_0007620>	"The act of sexual union between male and female, involving the transfer of sperm."
<http://purl.obolibrary.org/obo/UBERON_0001082>	"An epicardial layer that lines a cardiac ventricle"
<http://purl.obolibrary.org/obo/GO_0050982>	"The series of events by which a mechanical stimulus is received and converted into a molecular signal."
<http://purl.obolibrary.org/obo/NBO_0000464>	"\"Perception relating to the process of inferring the speed and direction of elements in a scene based on visual, vestibular and proprioceptive inputs.\" [wikipedia:Motion_perception]"
<http://purl.obolibrary.org/obo/NBO_0000700>	"\"A type of seizure induced by exposure to an auditory stimulus.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0020010>	"Assessment of cues and signals from encountered individual to determine reproductive condition."@en
<http://purl.obolibrary.org/obo/NBO_0020220>	"Behavior that serves to exlude an animal from a group."@en
<http://purl.obolibrary.org/obo/UBERON_0010360>	"Mesenchyme that develops_from a head mesenchyme from mesoderm and is part of a entire pharyngeal arch associated mesenchyme."
<http://purl.obolibrary.org/obo/NBO_0000093>	"\"An emotional behavior related to a feeling of uneasiness or nervousness in respect to an object.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000427>	"\"A reflex is elicited by lightly stroking the superior and medial (inner) part of the thigh resulting in a contraction of the cremaster muscle that pulls up the scrotum and testis on the side stroked.\" [wikipedia:Cremasteric_reflex]"
<http://purl.obolibrary.org/obo/NBO_0000687>	"\"A type of seizure of psychological origin that superficially resembles an epileptic seizure, but without the characteristic electrical discharges associated with epilepsy.\" [wikipedia:http\\://en.wikipedia.org/wiki/Psychogenic_non-epileptic_seizures]"
<http://purl.obolibrary.org/obo/NBO_0015000>	"A predator behavior involving a surprise attack on unsuspecting prey. The predator remains in one place and waits for prey to come near. The predator conceals itself and then subdues its prey with its own body or body parts."
<http://purl.obolibrary.org/obo/CHEBI_52206>	"A biological role played by the molecular entity or part thereof within a biochemical context."
<http://purl.obolibrary.org/obo/NBO_0045006>	"The inhalation and exhalation of cannabis aerosol, referred to as vapor, which is produced by an e-cigarette or other device."
<http://purl.obolibrary.org/obo/UBERON_0003886>	"An anatomical cavity that has the potential to develop into a coelemic cavity lumen."
<http://purl.obolibrary.org/obo/NBO_0000056>	"The act of locomoting on limbs with body off the ground such that at least one limb is always touching the ground [NBO:AC]"@en
<http://purl.obolibrary.org/obo/GO_0050881>	"The movement of an organism or part of an organism using mechanoreceptors, the nervous system, striated muscle and/or the skeletal system."
<http://purl.obolibrary.org/obo/NBO_0000552>	"\"A visual object recognition that lasts hours to months and critically depends on a transfer of the information from short term object recognition memory using repeated rehearsals.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0042749>	"Any process that modulates the frequency, rate or extent of the circadian sleep/wake cycle."
<http://purl.obolibrary.org/obo/GO_0042752>	"Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."
<http://purl.obolibrary.org/obo/GO_0051239>	"Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."
<http://purl.obolibrary.org/obo/UBERON_0018260>	"Any organ component layer that consists of muscle tissue."
<http://purl.obolibrary.org/obo/NBO_0000019>	"The act of stroking or touching with the tongue [NBO:AC]"
<http://purl.obolibrary.org/obo/NBO_0000748>	"The act of displacing part or all of the tongue from its current position [NBO:SMAC]"
<http://purl.obolibrary.org/obo/NBO_0002308>	"\"Any process that modulates the frequency, rate or extent of morphine consumption, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000279>	"\"A discriminatory behavior that is related to age.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0019207>	"The part of the eye that consists of both the retina and the optic choroid"
<http://purl.obolibrary.org/obo/UBERON_0003836>	"A skin of body that is part of an abdominal segment of trunk [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000775>	"\"Observable characteristic of behaviour in which an organism sheds tears, often accompanied by non-verbal vocalizations and in response to external or internal stimuli.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0020295>	"Behaviors that prepare food for consumption, such as nut-cracking or peeling."@en
<http://purl.obolibrary.org/obo/UBERON_0022351>	"Serous membrane layer that lines to a body cavity."
<http://purl.obolibrary.org/obo/UBERON_0003514>	"A blood vessel that is part of a limb [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000738>	"\"A type of epilepsy that is characterised a sudden burst of energy, usually in the form of laughing.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000640>	"\"Any process which modulates the physical craving for water over short term water deprivation.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0020160>	"Approach to prey in manner designed to avoid early detection by prey."@en
<http://purl.obolibrary.org/obo/NBO_0000367>	"\"Behavior related to the self-propelled movement of an organism from one location to another through the air, usually by means of active wing movement.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000603>	"\"A belief that is either mistaken or not substantiated that is held with vehemence.\" [wikipedia:Delusion]"
<http://purl.obolibrary.org/obo/PATO_0002323>	"A temporal distribution pattern of process occurrences within a regulation/reference process."
<http://purl.obolibrary.org/obo/NBO_0000492>	"\"A circadian rhythm sleep disorder characterized by numerous naps throughout the 24-hour period, no main night time sleep episode and irregularity from day to day.\" [wikipedia:Irregular_sleep-wake_rhythm]"
<http://purl.obolibrary.org/obo/CHEBI_50949>	"A compound that specifically inhibits the reuptake of serotonin in the brain. This increases the serotonin concentration in the synaptic cleft which then activates serotonin receptors to a greater extent."
<http://purl.obolibrary.org/obo/NBO_0000455>	"\"The sustained focus of cognitive resources on information while filtering or ignoring extraneous information.  Intended to encompass only attention to perceptual stimuli. \" [wikipedia:Attention]"
<http://purl.obolibrary.org/obo/CHEBI_50514>	"Drug used to cause constriction of the blood vessels."
<http://purl.obolibrary.org/obo/NBO_0000418>	"\"A reflex contraction of the back of the throat, evoked by touching the soft palate.\" [wikipedia:Gag_reflex]"
<http://purl.obolibrary.org/obo/CHEBI_48356>	"A polar solvent that is capable of acting as a hydron (proton) donor."
<http://purl.obolibrary.org/obo/NBO_0000678>	"\"A type of seizure associated with a significant rise in body temperature.\" [wikpedia:http\\://en.wikipedia.org/wiki/Febrile_seizure]"
<http://purl.obolibrary.org/obo/NBO_0000580>	"\"A reflex that elucidates an automatic positioning of the limbs in response to a movement of the head on trunk (neck).\" [web:http\\://www.dizziness-and-balance.com/anatomy/vspine.htm]"
<http://purl.obolibrary.org/obo/UBERON_0005103>	"An epithelium that is part of a mesonephros [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0035118>	"Any material entity that is located in the digestive tract. This includes undigested food and liquid as well as unexcreted waste products. It also includes other entities such as ingested stones used to aid digestion. Any microbial cells or cell populations are also included."
<http://purl.obolibrary.org/obo/NBO_0000543>	"\"A pathological drinking behavior characterised by an excessive relative temporal desire to drink.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0050909>	"The series of events required for an organism to receive a gustatory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Gustation involves the direct detection of chemical composition, usually through contact with chemoreceptor cells. This is a neurological process."
<http://purl.obolibrary.org/obo/UBERON_2001457>	"Cartilage which is part of the axial skeleton."
<http://purl.obolibrary.org/obo/UBERON_0001253>	"A lamina propria that is part of a ureter [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000506>	"\"Idiopathic or associated with neurological disorders REM sleep behavior disorder.\" [wikipedia:Parasomnia]"
<http://purl.obolibrary.org/obo/CHEBI_55322>	"A compound that exhibits agonist activity at the mu-opioid receptor."
<http://purl.obolibrary.org/obo/NBO_0000766>	"\"Observable characteristic of behaviour associated with any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0010285>	"Portion of tissue that is dorsolateral to the floor plate and part of the midbrain."
<http://purl.obolibrary.org/obo/UBERON_0006535>	"A portion of organism substance that secreted_by a zone of skin."
<http://purl.obolibrary.org/obo/NBO_0020093>	"A behavior on the part of one individual associated with evaluating the fighting ability or correlates of fighting ability of a potential opponent."@en
<http://purl.obolibrary.org/obo/NBO_0000395>	"\"It is elicited by holding the newborn in ventral suspension (face down) and stroking along the one side of the spine. A reflex that caused the laterally flex toward the stimulated side when a newborn is held in ventral suspension (face down) and stroking along the one side of the spine.\" [NBO:Galant_reflex]"
<http://purl.obolibrary.org/obo/NBO_0000729>	"\"A type of seizure induced by kindling, a repeated administration of chemical stimulus which eventually results changes in the brain.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000631>	"Harassment of and-or attack of a presumed predator or intruder by multiple individuals at once [NBO:SMAC]"
<http://purl.obolibrary.org/obo/NBO_0000358>	"\"Intentionally or habitually assumed arrangement of the body and its limbs in inactivity.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_35107>	"Saturated acyclic nitrogen hydrides having the general formula NnHn+2."
<http://purl.obolibrary.org/obo/NBO_0000483>	"\"A dyssomnia associated with alcohol intake.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0043900>	"Any process that modulates the frequency, rate or extent of a multi-organism process, a process in which an organism has an effect on another organism of the same or different species."
<http://purl.obolibrary.org/obo/UBERON_0008203>	"The part of the ventral body cavity that is within the pelvis."
<http://purl.obolibrary.org/obo/NBO_0000446>	"\"Selectively track a moving object.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000409>	"\"A deep tendon reflex that elicits extension of the leg resulting from a sharp tap on the patellar tendon.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000669>	"\"An absence seizure is a brief (usually less that 20 seconds), generalized epileptic seizure of sudden onset and termination.\" [wikipedia:http\\://en.wikipedia.org/wiki/Absence_seizure]"
<http://purl.obolibrary.org/obo/NBO_0000311>	"\"Behavior related to the actions of an organism in relation to sleep.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000233>	"\"Behavior related to the tendency of an organism to maintain internal equilibrium.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000571>	"\"Movement of the head in multiple directions.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0012292>	"One of the pair of mesenchymal swellings (folds) located on either side of the cloacal membrane during the indifferent stage of embryonic development; cranial to the cloacal membrane the folds unite to form the genital tubercle; caudally the folds are subdivided into urogenital folds anteriorly and anal folds posteriorly"
<http://purl.obolibrary.org/obo/UBERON_0000047>	"An eye with one concave chamber. Note that 'simple' does not imply a reduced level of complexity or acuity."
<http://purl.obolibrary.org/obo/NBO_0020091>	"Sensory assessment of a resource (usually using olfaction or taste), for suitability of subsequent usage."@en
<http://purl.obolibrary.org/obo/NBO_0000298>	"\"Behavior stemming from intelligence associated with the capacity of conveying information. (Example: behavior adaptation in chimpanzees in order to communicate with humans.)\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/CHEBI_131604>	"Any bacterial metabolite produced during a metabolic reaction in Mycoplasma genitalium."
<http://purl.obolibrary.org/obo/CHEBI_76969>	"Any prokaryotic metabolite produced during a metabolic reaction in bacteria."
<http://purl.obolibrary.org/obo/UBERON_0004119>	"An anatomical structure that develops (entirely or partially) from the endoderm."
<http://purl.obolibrary.org/obo/NBO_0000534>	"\"A pathological anxiety which results from a traumatic experience.\" [wikipedia:Post-traumatic_stress_disorder]"
<http://purl.obolibrary.org/obo/UBERON_0001415>	"A zone of skin that is part of a pelvis [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0009550>	"An endoderm that is part of a foregut-midgut junction."
<http://purl.obolibrary.org/obo/UBERON_0004875>	"A portion of the urogenital ridge which is the source of much of the urinary system[WP]."
<http://purl.obolibrary.org/obo/NBO_0020054>	"One member of a recently mating pair prevents the other from subsequent matings with other individuals."@en
<http://purl.obolibrary.org/obo/UBERON_0012464>	"The opening of the cloacal chamber to the outside of the organism. Birds maintain a single cloacal opening throughout their lives."
<http://purl.obolibrary.org/obo/GO_0009581>	"The series of events in which an external stimulus is received by a cell and converted into a molecular signal."
<http://purl.obolibrary.org/obo/GO_0050981>	"The series of events by which an electrical stimulus is received and converted into a molecular signal."
<http://purl.obolibrary.org/obo/PATO_0050000>	"The number of repeated events per unit time, occurring in a repeating series. (e.g. the number of heart beats occurring over 1 minute)"
<http://purl.obolibrary.org/obo/NBO_0000757>	"\"Observable characteristic of behavior related to the specific actions or reactions of an organism following mating.\" [NBO:GVG]"
